age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
0.1095890410958904,0.42857142857142855,0.06666666666666667,0.4,4,0.46153846153846156,3,0.5,1.0,0.0,0.0,0.39795918367346933,0.9487179487179487,0
0.2876712328767123,0.42857142857142855,0.7333333333333333,0.5333333333333333,2,0.3076923076923077,0,1.0,1.0,0.0,0.0,0.5,0.9487179487179487,0
0.1506849315068493,0.14285714285714285,0.4666666666666667,0.7333333333333334,2,0.7692307692307693,0,1.0,1.0,0.0,0.0,0.39795918367346933,0.9487179487179487,0
0.3698630136986301,0.42857142857142855,1.0,0.6,2,0.46153846153846156,0,0.5,1.0,0.07688076880768807,0.0,0.39795918367346933,0.9487179487179487,1
0.0136986301369863,0.42857142857142855,1.0,0.6,4,0.6923076923076923,3,1.0,0.0,0.0,0.0,0.2959183673469387,0.9487179487179487,0
0.2328767123287671,0.42857142857142855,0.0,0.33333333333333337,4,0.5384615384615385,1,1.0,1.0,0.0,0.0,0.2959183673469387,0.9487179487179487,0
0.1643835616438356,0.42857142857142855,0.7333333333333333,0.5333333333333333,4,0.6923076923076923,4,0.5,1.0,0.0,0.0,0.39795918367346933,0.9487179487179487,0
0.6301369863013697,0.7142857142857142,0.9333333333333333,0.9333333333333333,2,0.6923076923076923,0,1.0,1.0,0.03103031030310303,0.0,0.31632653061224486,0.9487179487179487,1
0.0958904109589041,0.42857142857142855,1.0,0.6,4,0.5384615384615385,4,1.0,0.0,0.0,0.0,0.39795918367346933,0.9487179487179487,0
0.5205479452054793,0.42857142857142855,0.3333333333333333,0.2,2,0.15384615384615385,0,1.0,1.0,0.0,0.0,0.09183673469387754,0.9487179487179487,0
0.6575342465753424,0.42857142857142855,0.7333333333333333,0.5333333333333333,2,0.46153846153846156,0,1.0,1.0,0.06418064180641807,0.0,0.39795918367346933,0.9487179487179487,1
0.2602739726027397,0.0,0.6,0.8,2,0.0,0,1.0,1.0,0.0,0.0,0.39795918367346933,0.9487179487179487,1
0.1232876712328767,0.42857142857142855,0.7333333333333333,0.5333333333333333,4,0.0,1,1.0,0.0,0.0,0.0,0.38775510204081626,0.9487179487179487,0
0.5616438356164384,0.42857142857142855,0.7333333333333333,0.5333333333333333,2,0.6923076923076923,0,1.0,1.0,0.0,0.0,0.346938775510204,0.9487179487179487,0
0.4246575342465753,0.42857142857142855,0.7333333333333333,0.5333333333333333,2,0.46153846153846156,0,1.0,1.0,0.03103031030310303,0.0,0.47959183673469385,0.9487179487179487,0
0.35616438356164376,0.42857142857142855,0.8,0.8666666666666667,2,0.23076923076923078,0,1.0,1.0,0.0,0.0,0.5,0.9487179487179487,1
0.0410958904109589,0.8571428571428571,1.0,0.6,4,0.5384615384615385,3,1.0,1.0,0.0,0.0,0.24489795918367346,0.9487179487179487,0
0.35616438356164376,0.42857142857142855,0.7333333333333333,0.5333333333333333,2,0.0,5,1.0,0.0,0.0,0.0,0.2959183673469387,0.9487179487179487,0
0.27397260273972607,0.42857142857142855,0.7333333333333333,0.5333333333333333,6,0.46153846153846156,4,1.0,0.0,0.0,0.0,0.19387755102040813,0.9487179487179487,0
0.3150684931506849,0.42857142857142855,0.6666666666666666,1.0,2,0.6923076923076923,0,0.25,1.0,0.0,0.0,0.44897959183673464,0.9487179487179487,1
0.2328767123287671,0.42857142857142855,0.6,0.8,2,0.9230769230769231,0,1.0,1.0,0.0,0.0,0.4693877551020408,0.9487179487179487,1
0.2328767123287671,0.42857142857142855,1.0,0.6,4,0.5384615384615385,3,0.5,0.0,0.0,0.0,0.346938775510204,0.9487179487179487,0
0.7534246575342465,0.42857142857142855,0.3333333333333333,0.2,0,0.6923076923076923,1,1.0,0.0,0.0,0.0,0.05102040816326531,0.9487179487179487,0
0.1095890410958904,0.42857142857142855,0.6,0.8,4,0.6923076923076923,1,1.0,1.0,0.0,0.0,0.42857142857142855,0.6923076923076923,0
0.1095890410958904,0.42857142857142855,0.6,0.8,2,0.6923076923076923,0,1.0,1.0,0.0,0.0,0.39795918367346933,0.9487179487179487,0
0.3835616438356165,0.7142857142857142,0.7333333333333333,0.5333333333333333,2,0.15384615384615385,0,1.0,1.0,0.07298072980729807,0.0,0.9081632653061223,0.9487179487179487,1
0.0684931506849315,0.42857142857142855,0.7333333333333333,0.5333333333333333,4,0.0,3,1.0,1.0,0.0,0.0,0.19387755102040813,0.9487179487179487,0
0.0821917808219178,0.42857142857142855,0.7333333333333333,0.5333333333333333,5,0.46153846153846156,4,0.5,1.0,0.0,0.0,0.5408163265306122,0.9487179487179487,0
0.5068493150684932,0.42857142857142855,0.7333333333333333,0.5333333333333333,2,0.15384615384615385,0,1.0,1.0,0.0,0.0,0.346938775510204,0.9487179487179487,0
0.2054794520547945,0.7142857142857142,1.0,0.6,4,0.6923076923076923,1,1.0,1.0,0.0,0.0,0.6020408163265305,0.9487179487179487,0
0.3972602739726027,0.8571428571428571,1.0,0.6,2,0.23076923076923078,0,0.5,1.0,0.07688076880768807,0.0,0.37755102040816324,0.9487179487179487,1
0.5342465753424657,0.7142857142857142,0.06666666666666667,0.4,6,0.5384615384615385,4,1.0,0.0,0.0,0.0,0.5,0.9487179487179487,0
0.0958904109589041,0.7142857142857142,0.6,0.8,4,0.8461538461538463,1,1.0,1.0,0.0,0.0,0.5,0.9487179487179487,0
0.0821917808219178,0.14285714285714285,1.0,0.6,2,0.7692307692307693,0,1.0,1.0,0.0,0.0,0.39795918367346933,0.9487179487179487,0
0.1232876712328767,0.42857142857142855,0.7333333333333333,0.5333333333333333,0,0.23076923076923078,4,1.0,0.0,0.0,0.0,0.39795918367346933,0.9487179487179487,0
0.6575342465753424,0.42857142857142855,0.7333333333333333,0.5333333333333333,2,0.6923076923076923,0,1.0,1.0,0.0,0.0,0.39795918367346933,0.9487179487179487,0
